design_point,iteration,ScenarioId,IterationId,porthosAttackName,time,AirbaseId,porthosEntityId,athosEntityId,entityTypeName,EntityName,containedEntityName,killCriteria,KillCriteriaAchieved
1,3,5,2,Attack2,492480.0,PAED,134,272,PumpTruck,PAED_PumpTruck3,,k-kill,1
1,3,5,2,Attack2,492480.0,PAED,135,273,PumpTruck,PAED_PumpTruck4,,k-kill,1
1,3,5,2,Attack2,492480.0,PAED,673,645,Fighter,fighter-1,,k-kill,1
1,3,5,2,Attack2,492480.0,PAED,673,645,Fighter,fighter-1,,PTO 4,1
1,3,5,2,Attack2,492480.0,PAED,673,645,Fighter,fighter-1,,PTO 24,1
1,3,5,2,Attack2,492480.0,PAED,675,646,Fighter,fighter-3,,k-kill,1
1,3,5,2,Attack2,492480.0,PAED,675,646,Fighter,fighter-3,,PTO 4,1
1,3,5,2,Attack2,492480.0,PAED,675,646,Fighter,fighter-3,,PTO 24,1
1,3,5,2,Attack2,492480.0,PAED,678,647,Fighter,fighter-6,,k-kill,1
1,3,5,2,Attack2,492480.0,PAED,678,647,Fighter,fighter-6,,PTO 4,1
1,3,5,2,Attack2,492480.0,PAED,678,647,Fighter,fighter-6,,PTO 24,1
1,3,5,2,Attack2,492480.0,PAED,679,648,Fighter,fighter-7,,k-kill,1
1,3,5,2,Attack2,492480.0,PAED,679,648,Fighter,fighter-7,,PTO 4,1
1,3,5,2,Attack2,492480.0,PAED,679,648,Fighter,fighter-7,,PTO 24,1
1,3,5,2,Attack2,492480.0,PAED,680,649,Fighter,fighter-8,,k-kill,1
1,3,5,2,Attack2,492480.0,PAED,680,649,Fighter,fighter-8,,PTO 4,1
1,3,5,2,Attack2,492480.0,PAED,680,649,Fighter,fighter-8,,PTO 24,1
1,3,5,2,Attack2,492480.0,PAED,683,650,Fighter,fighter-11,,k-kill,1
1,3,5,2,Attack2,492480.0,PAED,683,650,Fighter,fighter-11,,PTO 4,1
1,3,5,2,Attack2,492480.0,PAED,683,650,Fighter,fighter-11,,PTO 24,1
1,3,5,2,Attack2,492480.0,PAED,687,651,Tanker,tanker-3,,k-kill,1
1,3,5,2,Attack2,492480.0,PAED,687,651,Tanker,tanker-3,,PTO 4,1
1,3,5,2,Attack2,492480.0,PAED,687,651,Tanker,tanker-3,,PTO 24,1
1,3,5,2,Attack2,492480.0,PAED,690,652,Tanker,tanker-6,,k-kill,1
1,3,5,2,Attack2,492480.0,PAED,690,652,Tanker,tanker-6,,PTO 4,1
1,3,5,2,Attack2,492480.0,PAED,690,652,Tanker,tanker-6,,PTO 24,1
1,3,5,2,Attack2,492480.0,PAED,692,653,Tanker,tanker-8,,k-kill,1
1,3,5,2,Attack2,492480.0,PAED,692,653,Tanker,tanker-8,,PTO 4,1
1,3,5,2,Attack2,492480.0,PAED,692,653,Tanker,tanker-8,,PTO 24,1
1,3,5,2,Attack2,,PGUA,1,9,FuelTank,FuelTank1,,rupture,1
1,3,5,2,Attack2,492480.0,PGUA,34,654,FuelTruck,PGUA FuelTruck1,,k-kill,1
1,3,5,2,Attack2,492480.0,PGUA,35,655,FuelTruck,PGUA FuelTruck2,,k-kill,1
1,3,5,2,Attack2,492480.0,PGUA,36,656,FuelTruck,PGUA FuelTruck3,,k-kill,1
1,3,5,2,Attack2,492480.0,PGUA,38,658,FuelTruck,PGUA FuelTruck5,,k-kill,1
1,3,5,2,Attack2,492480.0,PGUA,39,659,FuelTruck,PGUA FuelTruck6,,k-kill,1
1,3,5,2,Attack2,492480.0,PGUA,40,660,FuelTruck,PGUA FuelTruck7,,k-kill,1
1,3,5,2,Attack2,492480.0,PGUA,128,662,PumpTruck,PGUA_PumpTruck1,,k-kill,1
1,3,5,2,Attack2,492480.0,PGUA,129,663,PumpTruck,PGUA_PumpTruck2,,k-kill,1
1,3,5,2,Attack2,492480.0,PGUA,130,664,PumpTruck,PGUA_PumpTruck3,,k-kill,1
1,3,5,2,Attack2,492480.0,PGUA,131,665,PumpTruck,PGUA_PumpTruck4,,k-kill,1
1,3,5,2,Attack2,492480.0,PGUA,782,810,Fighter,fighter-24,,k-kill,1
1,3,5,2,Attack2,492480.0,PGUA,782,810,Fighter,fighter-24,,PTO 4,1
1,3,5,2,Attack2,492480.0,PGUA,782,810,Fighter,fighter-24,,PTO 24,1
1,3,5,2,Attack2,492480.0,PGUA,789,811,Tanker,tanker-15,,k-kill,1
1,3,5,2,Attack2,492480.0,PGUA,789,811,Tanker,tanker-15,,PTO 4,1
1,3,5,2,Attack2,492480.0,PGUA,789,811,Tanker,tanker-15,,PTO 24,1
1,3,7,3,Attack3,,PAED,4,87,FuelTank,FuelTank1,,rupture,1
1,3,7,3,Attack3,,PAED,5,88,FuelTank,FuelTank2,,rupture,1
1,3,7,3,Attack3,563565.0,PAED,46,258,FuelTruck,PAED FuelTruck5,,k-kill,1
1,3,7,3,Attack3,563565.0,PAED,47,259,FuelTruck,PAED FuelTruck6,,k-kill,1
1,3,7,3,Attack3,563565.0,PAED,49,260,FuelTruck,PAED FuelTruck8,,k-kill,1
1,3,7,3,Attack3,563565.0,PAED,50,261,FuelTruck,PAED FuelTruck9,,k-kill,1
1,3,7,3,Attack3,563565.0,PAED,51,262,FuelTruck,PAED FuelTruck10,,k-kill,1
1,3,7,3,Attack3,563565.0,PAED,52,263,FuelTruck,PAED FuelTruck11,,k-kill,1
1,3,7,3,Attack3,563565.0,PAED,53,264,FuelTruck,PAED FuelTruck12,,k-kill,1
1,3,7,3,Attack3,,PGUA,1,9,FuelTank,FuelTank1,,rupture,1
1,3,7,3,Attack3,,PGUA,2,10,FuelTank,FuelTank2,,rupture,1
1,3,7,3,Attack3,563565.0,PGUA,767,780,Bomber,bomber-5,,k-kill,1
1,3,7,3,Attack3,563565.0,PGUA,767,780,Bomber,bomber-5,,PTO 4,1
1,3,7,3,Attack3,563565.0,PGUA,767,780,Bomber,bomber-5,,PTO 24,1
1,3,7,3,Attack3,563565.0,PGUA,768,781,Bomber,bomber-6,,k-kill,1
1,3,7,3,Attack3,563565.0,PGUA,768,781,Bomber,bomber-6,,PTO 4,1
1,3,7,3,Attack3,563565.0,PGUA,768,781,Bomber,bomber-6,,PTO 24,1
1,4,3,1,Attack1,,PAED,4,87,FuelTank,FuelTank1,,rupture,1
1,4,3,1,Attack1,,PAED,5,88,FuelTank,FuelTank2,,rupture,1
1,4,3,1,Attack1,194315.0,PAED,24,258,AirDefense,PAED_Patriot_1_missile_launcher_1,,k-kill,1
1,4,3,1,Attack1,194315.0,PAED,25,259,AirDefense,PAED_Patriot_1_missile_launcher_2,,k-kill,1
1,4,3,1,Attack1,194315.0,PAED,26,260,AirDefense,PAED_Patriot_1_missile_launcher_3,,k-kill,1
1,4,3,1,Attack1,194315.0,PAED,28,261,AirDefense,PAED_Patriot_1_radar,,k-kill,1
1,4,3,1,Attack1,194315.0,PAED,30,262,AirDefense,PAED_Patriot_1_control_station,,k-kill,1
1,4,3,1,Attack1,194315.0,PAED,32,263,AirDefense,PAED_Patriot_1_power_truck,,k-kill,1
1,4,3,1,Attack1,194315.0,PAED,669,650,Bomber,bomber-1,,k-kill,1
1,4,3,1,Attack1,194315.0,PAED,669,650,Bomber,bomber-1,,PTO 4,1
1,4,3,1,Attack1,194315.0,PAED,669,650,Bomber,bomber-1,,PTO 24,1
1,4,3,1,Attack1,194315.0,PAED,670,651,Bomber,bomber-2,,k-kill,1
1,4,3,1,Attack1,194315.0,PAED,670,651,Bomber,bomber-2,,PTO 4,1
1,4,3,1,Attack1,194315.0,PAED,670,651,Bomber,bomber-2,,PTO 24,1
1,4,3,1,Attack1,,PAED,674,655,Fighter,fighter-2,,PTO 4,1
1,4,3,1,Attack1,,PAED,674,655,Fighter,fighter-2,,PTO 24,1
1,4,3,1,Attack1,194315.0,PAED,675,656,Fighter,fighter-3,,k-kill,1
1,4,3,1,Attack1,194315.0,PAED,675,656,Fighter,fighter-3,,PTO 4,1
1,4,3,1,Attack1,194315.0,PAED,675,656,Fighter,fighter-3,,PTO 24,1
1,4,3,1,Attack1,194315.0,PAED,676,657,Fighter,fighter-4,,k-kill,1
1,4,3,1,Attack1,194315.0,PAED,676,657,Fighter,fighter-4,,PTO 4,1
1,4,3,1,Attack1,194315.0,PAED,676,657,Fighter,fighter-4,,PTO 24,1
1,4,3,1,Attack1,194315.0,PAED,677,658,Fighter,fighter-5,,k-kill,1
1,4,3,1,Attack1,194315.0,PAED,677,658,Fighter,fighter-5,,PTO 4,1
1,4,3,1,Attack1,194315.0,PAED,677,658,Fighter,fighter-5,,PTO 24,1
1,4,3,1,Attack1,194315.0,PAED,678,659,Fighter,fighter-6,,k-kill,1
1,4,3,1,Attack1,194315.0,PAED,678,659,Fighter,fighter-6,,PTO 4,1
1,4,3,1,Attack1,194315.0,PAED,678,659,Fighter,fighter-6,,PTO 24,1
1,4,3,1,Attack1,194315.0,PAED,679,660,Fighter,fighter-7,,k-kill,1
1,4,3,1,Attack1,194315.0,PAED,679,660,Fighter,fighter-7,,PTO 4,1
1,4,3,1,Attack1,194315.0,PAED,679,660,Fighter,fighter-7,,PTO 24,1
1,4,3,1,Attack1,194315.0,PAED,681,662,Fighter,fighter-9,,k-kill,1
1,4,3,1,Attack1,194315.0,PAED,681,662,Fighter,fighter-9,,PTO 4,1
1,4,3,1,Attack1,194315.0,PAED,681,662,Fighter,fighter-9,,PTO 24,1
1,4,3,1,Attack1,194315.0,PAED,682,663,Fighter,fighter-10,,k-kill,1
1,4,3,1,Attack1,194315.0,PAED,682,663,Fighter,fighter-10,,PTO 4,1
1,4,3,1,Attack1,194315.0,PAED,682,663,Fighter,fighter-10,,PTO 24,1
1,4,3,1,Attack1,194315.0,PAED,683,664,Fighter,fighter-11,,k-kill,1
1,4,3,1,Attack1,194315.0,PAED,683,664,Fighter,fighter-11,,PTO 4,1
1,4,3,1,Attack1,194315.0,PAED,683,664,Fighter,fighter-11,,PTO 24,1
1,4,3,1,Attack1,194315.0,PAED,689,670,Tanker,tanker-5,,k-kill,1
1,4,3,1,Attack1,194315.0,PAED,689,670,Tanker,tanker-5,,PTO 4,1
1,4,3,1,Attack1,194315.0,PAED,689,670,Tanker,tanker-5,,PTO 24,1
1,4,3,1,Attack1,194315.0,PAED,690,671,Tanker,tanker-6,,k-kill,1
1,4,3,1,Attack1,194315.0,PAED,690,671,Tanker,tanker-6,,PTO 4,1
1,4,3,1,Attack1,194315.0,PAED,690,671,Tanker,tanker-6,,PTO 24,1
1,4,3,1,Attack1,194315.0,PAED,691,672,Tanker,tanker-7,,k-kill,1
1,4,3,1,Attack1,194315.0,PAED,691,672,Tanker,tanker-7,,PTO 4,1
1,4,3,1,Attack1,194315.0,PAED,691,672,Tanker,tanker-7,,PTO 24,1
1,4,3,1,Attack1,,PGUA,1,9,FuelTank,FuelTank1,,rupture,1
1,4,3,1,Attack1,,PGUA,2,10,FuelTank,FuelTank2,,rupture,1
1,4,3,1,Attack1,194315.0,PGUA,10,674,AirDefense,Patriot_1_missile_launcher_1,,k-kill,1
1,4,3,1,Attack1,194315.0,PGUA,11,675,AirDefense,Patriot_1_missile_launcher_2,,k-kill,1
1,4,3,1,Attack1,194315.0,PGUA,12,676,AirDefense,Patriot_1_missile_launcher_3,,k-kill,1
1,4,3,1,Attack1,194315.0,PGUA,14,677,AirDefense,Patriot_1_radar,,k-kill,1
1,4,3,1,Attack1,194315.0,PGUA,16,678,AirDefense,Patriot_1_control_station,,k-kill,1
1,4,3,1,Attack1,194315.0,PGUA,18,679,AirDefense,Patriot_1_power_truck,,k-kill,1
1,4,3,1,Attack1,194315.0,PGUA,34,680,FuelTruck,PGUA FuelTruck1,,k-kill,1
1,4,3,1,Attack1,194315.0,PGUA,40,686,FuelTruck,PGUA FuelTruck7,,k-kill,1
1,4,3,1,Attack1,194315.0,PGUA,130,690,PumpTruck,PGUA_PumpTruck3,,k-kill,1
1,4,3,1,Attack1,194315.0,PGUA,771,839,Fighter,fighter-13,,k-kill,1
1,4,3,1,Attack1,194315.0,PGUA,771,839,Fighter,fighter-13,,PTO 4,1
1,4,3,1,Attack1,194315.0,PGUA,771,839,Fighter,fighter-13,,PTO 24,1
1,4,3,1,Attack1,194315.0,PGUA,772,840,Fighter,fighter-14,,k-kill,1
1,4,3,1,Attack1,194315.0,PGUA,772,840,Fighter,fighter-14,,PTO 4,1
1,4,3,1,Attack1,194315.0,PGUA,772,840,Fighter,fighter-14,,PTO 24,1
1,4,3,1,Attack1,194315.0,PGUA,773,841,Fighter,fighter-15,,k-kill,1
1,4,3,1,Attack1,194315.0,PGUA,773,841,Fighter,fighter-15,,PTO 4,1
1,4,3,1,Attack1,194315.0,PGUA,773,841,Fighter,fighter-15,,PTO 24,1
1,4,3,1,Attack1,194315.0,PGUA,775,843,Fighter,fighter-17,,k-kill,1
1,4,3,1,Attack1,194315.0,PGUA,775,843,Fighter,fighter-17,,PTO 4,1
1,4,3,1,Attack1,194315.0,PGUA,775,843,Fighter,fighter-17,,PTO 24,1
1,4,3,1,Attack1,194315.0,PGUA,776,844,Fighter,fighter-18,,k-kill,1
1,4,3,1,Attack1,194315.0,PGUA,776,844,Fighter,fighter-18,,PTO 4,1
1,4,3,1,Attack1,194315.0,PGUA,776,844,Fighter,fighter-18,,PTO 24,1
1,4,3,1,Attack1,194315.0,PGUA,777,845,Fighter,fighter-19,,k-kill,1
1,4,3,1,Attack1,194315.0,PGUA,777,845,Fighter,fighter-19,,PTO 4,1
1,4,3,1,Attack1,194315.0,PGUA,777,845,Fighter,fighter-19,,PTO 24,1
1,4,3,1,Attack1,194315.0,PGUA,778,846,Fighter,fighter-20,,k-kill,1
1,4,3,1,Attack1,194315.0,PGUA,778,846,Fighter,fighter-20,,PTO 4,1
1,4,3,1,Attack1,194315.0,PGUA,778,846,Fighter,fighter-20,,PTO 24,1
1,4,3,1,Attack1,194315.0,PGUA,779,847,Fighter,fighter-21,,k-kill,1
1,4,3,1,Attack1,194315.0,PGUA,779,847,Fighter,fighter-21,,PTO 4,1
1,4,3,1,Attack1,194315.0,PGUA,779,847,Fighter,fighter-21,,PTO 24,1
1,4,3,1,Attack1,194315.0,PGUA,780,848,Fighter,fighter-22,,k-kill,1
1,4,3,1,Attack1,194315.0,PGUA,780,848,Fighter,fighter-22,,PTO 4,1
1,4,3,1,Attack1,194315.0,PGUA,780,848,Fighter,fighter-22,,PTO 24,1
1,4,3,1,Attack1,194315.0,PGUA,781,849,Fighter,fighter-23,,k-kill,1
1,4,3,1,Attack1,194315.0,PGUA,781,849,Fighter,fighter-23,,PTO 4,1
1,4,3,1,Attack1,194315.0,PGUA,781,849,Fighter,fighter-23,,PTO 24,1
1,4,3,1,Attack1,194315.0,PGUA,782,850,Fighter,fighter-24,,k-kill,1
1,4,3,1,Attack1,194315.0,PGUA,782,850,Fighter,fighter-24,,PTO 4,1
1,4,3,1,Attack1,194315.0,PGUA,782,850,Fighter,fighter-24,,PTO 24,1
1,4,3,1,Attack1,194315.0,PGUA,785,853,Tanker,tanker-11,,k-kill,1
1,4,3,1,Attack1,194315.0,PGUA,785,853,Tanker,tanker-11,,PTO 4,1
1,4,3,1,Attack1,194315.0,PGUA,785,853,Tanker,tanker-11,,PTO 24,1
1,4,3,1,Attack1,194315.0,PGUA,787,855,Tanker,tanker-13,,k-kill,1
1,4,3,1,Attack1,194315.0,PGUA,787,855,Tanker,tanker-13,,PTO 4,1
1,4,3,1,Attack1,194315.0,PGUA,787,855,Tanker,tanker-13,,PTO 24,1
1,4,3,1,Attack1,194315.0,PGUA,788,856,Tanker,tanker-14,,k-kill,1
1,4,3,1,Attack1,194315.0,PGUA,788,856,Tanker,tanker-14,,PTO 4,1
1,4,3,1,Attack1,194315.0,PGUA,788,856,Tanker,tanker-14,,PTO 24,1
1,4,3,1,Attack1,194315.0,PGUA,790,858,Tanker,tanker-16,,k-kill,1
1,4,3,1,Attack1,194315.0,PGUA,790,858,Tanker,tanker-16,,PTO 4,1
1,4,3,1,Attack1,194315.0,PGUA,790,858,Tanker,tanker-16,,PTO 24,1
1,4,5,2,Attack2,,PAED,4,87,FuelTank,FuelTank1,,rupture,1
1,4,5,2,Attack2,,PAED,5,88,FuelTank,FuelTank2,,rupture,1
1,4,5,2,Attack2,492480.0,PAED,42,258,FuelTruck,PAED FuelTruck1,,k-kill,1
1,4,5,2,Attack2,492480.0,PAED,43,259,FuelTruck,PAED FuelTruck2,,k-kill,1
1,4,5,2,Attack2,492480.0,PAED,44,260,FuelTruck,PAED FuelTruck3,,k-kill,1
1,4,5,2,Attack2,492480.0,PAED,45,261,FuelTruck,PAED FuelTruck4,,k-kill,1
1,4,5,2,Attack2,492480.0,PAED,49,265,FuelTruck,PAED FuelTruck8,,k-kill,1
1,4,5,2,Attack2,492480.0,PAED,132,270,PumpTruck,PAED_PumpTruck1,,k-kill,1
1,4,5,2,Attack2,492480.0,PAED,133,271,PumpTruck,PAED_PumpTruck2,,k-kill,1
1,4,5,2,Attack2,492480.0,PAED,134,272,PumpTruck,PAED_PumpTruck3,,k-kill,1
1,4,5,2,Attack2,492480.0,PAED,135,273,PumpTruck,PAED_PumpTruck4,,k-kill,1
1,4,5,2,Attack2,,PGUA,1,9,FuelTank,FuelTank1,,rupture,1
1,4,5,2,Attack2,,PGUA,2,10,FuelTank,FuelTank2,,rupture,1
1,4,5,2,Attack2,492480.0,PGUA,39,648,FuelTruck,PGUA FuelTruck6,,k-kill,1
1,4,5,2,Attack2,492480.0,PGUA,41,649,FuelTruck,PGUA FuelTruck8,,k-kill,1
1,4,5,2,Attack2,492480.0,PGUA,128,650,PumpTruck,PGUA_PumpTruck1,,k-kill,1
1,4,5,2,Attack2,492480.0,PGUA,129,651,PumpTruck,PGUA_PumpTruck2,,k-kill,1
1,4,5,2,Attack2,492480.0,PGUA,767,796,Bomber,bomber-5,,k-kill,1
1,4,5,2,Attack2,492480.0,PGUA,767,796,Bomber,bomber-5,,PTO 4,1
1,4,5,2,Attack2,492480.0,PGUA,767,796,Bomber,bomber-5,,PTO 24,1
1,4,5,2,Attack2,492480.0,PGUA,768,797,Bomber,bomber-6,,k-kill,1
1,4,5,2,Attack2,492480.0,PGUA,768,797,Bomber,bomber-6,,PTO 4,1
1,4,5,2,Attack2,492480.0,PGUA,768,797,Bomber,bomber-6,,PTO 24,1
1,4,5,2,Attack2,492480.0,PGUA,769,798,Bomber,bomber-7,,k-kill,1
1,4,5,2,Attack2,492480.0,PGUA,769,798,Bomber,bomber-7,,PTO 4,1
1,4,5,2,Attack2,492480.0,PGUA,769,798,Bomber,bomber-7,,PTO 24,1
1,4,7,3,Attack3,,PAED,4,87,FuelTank,FuelTank1,,rupture,1
1,4,7,3,Attack3,,PAED,5,88,FuelTank,FuelTank2,,rupture,1
1,4,7,3,Attack3,563565.0,PAED,46,258,FuelTruck,PAED FuelTruck5,,k-kill,1
1,4,7,3,Attack3,563565.0,PAED,47,259,FuelTruck,PAED FuelTruck6,,k-kill,1
1,4,7,3,Attack3,563565.0,PAED,48,260,FuelTruck,PAED FuelTruck7,,k-kill,1
1,4,7,3,Attack3,563565.0,PAED,50,261,FuelTruck,PAED FuelTruck9,,k-kill,1
1,4,7,3,Attack3,563565.0,PAED,51,262,FuelTruck,PAED FuelTruck10,,k-kill,1
1,4,7,3,Attack3,563565.0,PAED,52,263,FuelTruck,PAED FuelTruck11,,k-kill,1
1,4,7,3,Attack3,563565.0,PAED,53,264,FuelTruck,PAED FuelTruck12,,k-kill,1
1,4,7,3,Attack3,563565.0,PAED,671,635,Bomber,bomber-3,,k-kill,1
1,4,7,3,Attack3,563565.0,PAED,671,635,Bomber,bomber-3,,PTO 4,1
1,4,7,3,Attack3,563565.0,PAED,671,635,Bomber,bomber-3,,PTO 24,1
1,4,7,3,Attack3,563565.0,PAED,680,637,Fighter,fighter-8,,k-kill,1
1,4,7,3,Attack3,563565.0,PAED,680,637,Fighter,fighter-8,,PTO 4,1
1,4,7,3,Attack3,563565.0,PAED,680,637,Fighter,fighter-8,,PTO 24,1
1,4,7,3,Attack3,563565.0,PAED,686,638,Tanker,tanker-2,,k-kill,1
1,4,7,3,Attack3,563565.0,PAED,686,638,Tanker,tanker-2,,PTO 4,1
1,4,7,3,Attack3,563565.0,PAED,686,638,Tanker,tanker-2,,PTO 24,1
1,4,7,3,Attack3,,PGUA,1,9,FuelTank,FuelTank1,,rupture,1
1,4,7,3,Attack3,,PGUA,2,10,FuelTank,FuelTank2,,rupture,1
2,7,39,19,Attack1,194315.0,PAED,24,258,AirDefense,PAED_Patriot_1_missile_launcher_1,,k-kill,1
2,7,39,19,Attack1,194315.0,PAED,25,259,AirDefense,PAED_Patriot_1_missile_launcher_2,,k-kill,1
2,7,39,19,Attack1,194315.0,PAED,26,260,AirDefense,PAED_Patriot_1_missile_launcher_3,,k-kill,1
2,7,39,19,Attack1,194315.0,PAED,28,261,AirDefense,PAED_Patriot_1_radar,,k-kill,1
2,7,39,19,Attack1,194315.0,PAED,30,262,AirDefense,PAED_Patriot_1_control_station,,k-kill,1
2,7,39,19,Attack1,194315.0,PAED,32,263,AirDefense,PAED_Patriot_1_power_truck,,k-kill,1
2,7,39,19,Attack1,194315.0,PAED,42,264,FuelTruck,PAED FuelTruck1,,k-kill,1
2,7,39,19,Attack1,194315.0,PAED,43,265,FuelTruck,PAED FuelTruck2,,k-kill,1
2,7,39,19,Attack1,194315.0,PAED,44,266,FuelTruck,PAED FuelTruck3,,k-kill,1
2,7,39,19,Attack1,194315.0,PAED,45,267,FuelTruck,PAED FuelTruck4,,k-kill,1
2,7,39,19,Attack1,194315.0,PAED,132,276,PumpTruck,PAED_PumpTruck1,,k-kill,1
2,7,39,19,Attack1,194315.0,PAED,133,277,PumpTruck,PAED_PumpTruck2,,k-kill,1
2,7,39,19,Attack1,194315.0,PAED,134,278,PumpTruck,PAED_PumpTruck3,,k-kill,1
2,7,39,19,Attack1,194315.0,PAED,135,279,PumpTruck,PAED_PumpTruck4,,k-kill,1
2,7,39,19,Attack1,194315.0,PAED,672,651,Bomber,bomber-4,,k-kill,1
2,7,39,19,Attack1,194315.0,PAED,672,651,Bomber,bomber-4,,PTO 4,1
2,7,39,19,Attack1,194315.0,PAED,672,651,Bomber,bomber-4,,PTO 24,1
2,7,39,19,Attack1,194315.0,PGUA,10,653,AirDefense,Patriot_1_missile_launcher_1,,k-kill,1
2,7,39,19,Attack1,194315.0,PGUA,11,654,AirDefense,Patriot_1_missile_launcher_2,,k-kill,1
2,7,39,19,Attack1,194315.0,PGUA,12,655,AirDefense,Patriot_1_missile_launcher_3,,k-kill,1
2,7,39,19,Attack1,194315.0,PGUA,14,656,AirDefense,Patriot_1_radar,,k-kill,1
2,7,39,19,Attack1,194315.0,PGUA,16,657,AirDefense,Patriot_1_control_station,,k-kill,1
2,7,39,19,Attack1,194315.0,PGUA,18,658,AirDefense,Patriot_1_power_truck,,k-kill,1
2,7,41,20,Attack2,492480.0,PAED,671,638,Bomber,bomber-3,,k-kill,1
2,7,41,20,Attack2,492480.0,PAED,671,638,Bomber,bomber-3,,PTO 4,1
2,7,41,20,Attack2,492480.0,PAED,671,638,Bomber,bomber-3,,PTO 24,1
2,7,41,20,Attack2,492480.0,PAED,678,644,Fighter,fighter-6,,k-kill,1
2,7,41,20,Attack2,492480.0,PAED,678,644,Fighter,fighter-6,,PTO 4,1
2,7,41,20,Attack2,492480.0,PAED,678,644,Fighter,fighter-6,,PTO 24,1
2,7,41,20,Attack2,492480.0,PAED,679,645,Fighter,fighter-7,,k-kill,1
2,7,41,20,Attack2,492480.0,PAED,679,645,Fighter,fighter-7,,PTO 4,1
